ID,Pathway
AHCYL1,VEGFA-VEGFR2 Pathway
AHCYL1,VEGFR2 mediated cell proliferation
AHCYL1,Anti-inflammatory response favouring Leishmania parasite infection
AHCYL1,FCGR3A-mediated IL10 synthesis
AHCYL1,Leishmania parasite growth and survival
PLK2,Anti-inflammatory response favouring Leishmania parasite infection
PLK2,Leishmania parasite growth and survival
NCKAP1,Signaling by VEGF
NCKAP1,VEGFA-VEGFR2 Pathway
NCKAP1,RHO GTPases Activate WASPs and WAVEs
NCKAP1,RAC2 GTPase cycle
NCKAP1,RAC3 GTPase cycle
NCKAP1,Parasite infection
NCKAP1,Leishmania phagocytosis
NCKAP1,FCGR3A-mediated phagocytosis
IQGAP2,RHO GTPases activate IQGAPs
IQGAP2,RHOG GTPase cycle
ADCY2,Opioid Signalling
ADCY2,PKA-mediated phosphorylation of CREB
ADCY2,Calmodulin induced events
ADCY2,Ca-dependent events
ADCY2,CaM pathway
ADCY2,G-protein mediated events
ADCY2,PLC beta mediated events
ADCY2,DAG and IP3 signaling
ADCY2,PKA activation
ADCY2,Adenylate cyclase activating pathway
ADCY2,Adenylate cyclase inhibitory pathway
ADCY2,G alpha (s) signalling events
ADCY2,G alpha (z) signalling events
ADCY2,Hedgehog 'off' state
ADCY2,GPER1 signaling
ADCY2,ADORA2B mediated anti-inflammatory cytokines production
ADCY2,Anti-inflammatory response favouring Leishmania parasite infection
ADCY2,FCGR3A-mediated IL10 synthesis
ADCY2,Leishmania parasite growth and survival
CFTR,RHOQ GTPase cycle
CYSLTR1,Eicosanoid ligand-binding receptors
CYSLTR1,Anti-inflammatory response favouring Leishmania parasite infection
CYSLTR1,Leishmania parasite growth and survival
CYSLTR1,Potential therapeutics for SARS
SEC24A,SARS-CoV-2 activates/modulates innate and adaptive immune responses
CCR9,Peptide ligand-binding receptors
CCR9,Chemokine receptors bind chemokines
WASF3,Signaling by VEGF
WASF3,VEGFA-VEGFR2 Pathway
WASF3,RHO GTPases Activate WASPs and WAVEs
WASF3,Parasite infection
WASF3,Leishmania phagocytosis
WASF3,FCGR3A-mediated phagocytosis
NOXA1,RHO GTPases Activate NADPH Oxidases
NOXA1,RAC3 GTPase cycle
FRS3,Signaling by FGFR
FRS3,Downstream signaling of activated FGFR1
FRS3,FRS-mediated FGFR1 signaling
FRS3,Downstream signaling of activated FGFR2
FRS3,FRS-mediated FGFR2 signaling
FRS3,FRS-mediated FGFR3 signaling
FRS3,Downstream signaling of activated FGFR3
FRS3,FRS-mediated FGFR4 signaling
FRS3,Downstream signaling of activated FGFR4
FRS3,Signaling by FGFR1
FRS3,Signaling by FGFR2
FRS3,Signaling by FGFR3
FRS3,Signaling by FGFR4
FRS3,Signaling by NTRK2 (TRKB)
FRS3,RND2 GTPase cycle
FRS3,RND1 GTPase cycle
FRS3,Signaling by ALK in cancer
FRS3,Signaling by ALK fusions and activated point mutants
FRS2,Signaling by FGFR in disease
FRS2,Prolonged ERK activation events
FRS2,Frs2-mediated activation
FRS2,Signaling by NTRK1 (TRKA)
FRS2,Signalling to ERKs
FRS2,Signaling by FGFR
FRS2,Signaling by ALK
FRS2,Downstream signaling of activated FGFR1
FRS2,FRS-mediated FGFR1 signaling
FRS2,Downstream signaling of activated FGFR2
FRS2,FRS-mediated FGFR2 signaling
FRS2,FRS-mediated FGFR3 signaling
FRS2,Downstream signaling of activated FGFR3
FRS2,FRS-mediated FGFR4 signaling
FRS2,Downstream signaling of activated FGFR4
FRS2,Negative regulation of FGFR1 signaling
FRS2,Negative regulation of FGFR2 signaling
FRS2,Negative regulation of FGFR3 signaling
FRS2,Negative regulation of FGFR4 signaling
FRS2,Signaling by FGFR1
FRS2,Signaling by FGFR2
FRS2,Signaling by FGFR3
FRS2,Signaling by FGFR4
FRS2,Signaling by FGFR2 in disease
FRS2,Signaling by FGFR1 in disease
FRS2,Signaling by FGFR3 in disease
FRS2,Signaling by NTRK2 (TRKB)
FRS2,RND2 GTPase cycle
FRS2,RND1 GTPase cycle
FRS2,Signaling by ALK in cancer
FRS2,Signaling by ALK fusions and activated point mutants
CCL27,Peptide ligand-binding receptors
CCL27,Chemokine receptors bind chemokines
CPSF4,NS1 Mediated Effects on Host Pathways
ADCY3,Opioid Signalling
ADCY3,PKA-mediated phosphorylation of CREB
ADCY3,Calmodulin induced events
ADCY3,Ca-dependent events
ADCY3,CaM pathway
ADCY3,G-protein mediated events
ADCY3,PLC beta mediated events
ADCY3,DAG and IP3 signaling
ADCY3,PKA activation
ADCY3,Adenylate cyclase activating pathway
ADCY3,Adenylate cyclase inhibitory pathway
ADCY3,G alpha (s) signalling events
ADCY3,G alpha (z) signalling events
ADCY3,Hedgehog 'off' state
ADCY3,GPER1 signaling
ADCY3,ADORA2B mediated anti-inflammatory cytokines production
ADCY3,Anti-inflammatory response favouring Leishmania parasite infection
ADCY3,FCGR3A-mediated IL10 synthesis
ADCY3,Leishmania parasite growth and survival
DHRS4,Signaling by Retinoic Acid
DHRS4,RA biosynthesis pathway
SUGT1,Purinergic signaling in leishmaniasis infection
SUGT1,Cell recruitment (pro-inflammatory response)
CBX1,HCMV Infection
CBX1,HCMV Early Events
OS9,Hedgehog ligand biogenesis
OS9,Hh mutants are degraded by ERAD
OS9,Hh mutants abrogate ligand secretion
OS9,ABC transporter disorders
OS9,Disorders of transmembrane transporters
OS9,Defective CFTR causes cystic fibrosis
TMED2,Pre-NOTCH Processing in Golgi
TMED2,Pre-NOTCH Expression and Processing
STIP1,RND1 GTPase cycle
CKAP4,RND3 GTPase cycle
CKAP4,RND2 GTPase cycle
YWHAQ,RHO GTPases activate PKNs
YWHAQ,SARS-CoV-1-host interactions
YWHAQ,SARS-CoV-1 targets host intracellular signalling and regulatory pathways
FERMT2,RAC3 GTPase cycle
ADAP1,Signaling by ERBB4
ADAP1,Nuclear signaling by ERBB4
RIPK3,Diseases of programmed cell death
RIPK3,SARS-CoV-1-host interactions
RIPK3,SARS-CoV-1 activates/modulates innate immune responses
RCC1,Host Interactions of HIV factors
RCC1,Rev-mediated nuclear export of HIV RNA
RCC1,Interactions of Rev with host cellular proteins
RCC1,Nuclear import of Rev protein
ADRM1,Host Interactions of HIV factors
ADRM1,Vpu mediated degradation of CD4
ADRM1,Vif-mediated degradation of APOBEC3G
ADRM1,Degradation of beta-catenin by the destruction complex
ADRM1,PCP/CE pathway
ADRM1,Asymmetric localization of PCP proteins
ADRM1,Degradation of AXIN
ADRM1,Degradation of DVL
ADRM1,Hedgehog ligand biogenesis
ADRM1,Hh mutants are degraded by ERAD
ADRM1,Hh mutants abrogate ligand secretion
ADRM1,Degradation of GLI1 by the proteasome
ADRM1,Degradation of GLI2 by the proteasome
ADRM1,GLI3 is processed to GLI3R by the proteasome
ADRM1,Hedgehog 'off' state
ADRM1,ABC transporter disorders
ADRM1,Disorders of transmembrane transporters
ADRM1,Hedgehog 'on' state
ADRM1,Regulation of RAS by GAPs
ADRM1,Defective CFTR causes cystic fibrosis
ADRM1,MAPK6/MAPK4 signaling
ADRM1,Regulation of PTEN stability and activity
ADRM1,Signaling by NOTCH4
ADRM1,Negative regulation of NOTCH4 signaling
CHD1,Estrogen-dependent gene expression
WWP1,Signaling by ERBB4
WWP2,Regulation of PTEN stability and activity
WWP2,Signaling by NOTCH3
WWP2,RHOQ GTPase cycle
WWP2,RHOJ GTPase cycle
WWP2,RHOU GTPase cycle
WWP2,NOTCH3 Activation and Transmission of Signal to the Nucleus
UBE2C,Diseases of mitotic cell cycle
UBE2C,Aberrant regulation of mitotic exit in cancer due to RB1 defects
UBE2C,Aberrant regulation of mitotic cell cycle due to RB1 defects
RAPGEF4,Integrin signaling
CHD3,Regulation of PTEN gene transcription
CHD3,Potential therapeutics for SARS
TOPBP1,Diseases of DNA repair
TOPBP1,Diseases of DNA Double-Strand Break Repair
TOPBP1,Defective homologous recombination repair (HRR) due to BRCA2 loss of function
TOPBP1,Impaired BRCA2 binding to RAD51
STMN2,RND1 GTPase cycle
CHD4,Signaling by NTRK1 (TRKA)
CHD4,Nuclear Events (kinase and transcription factor activation)
CHD4,Regulation of PTEN gene transcription
CHD4,NGF-stimulated transcription
CHD4,Potential therapeutics for SARS
ADCY5,Opioid Signalling
ADCY5,PKA-mediated phosphorylation of CREB
ADCY5,Calmodulin induced events
ADCY5,Ca-dependent events
ADCY5,CaM pathway
ADCY5,G-protein mediated events
ADCY5,PLC beta mediated events
ADCY5,DAG and IP3 signaling
ADCY5,PKA activation
ADCY5,Adenylate cyclase activating pathway
ADCY5,Adenylate cyclase inhibitory pathway
ADCY5,G alpha (s) signalling events
ADCY5,G alpha (z) signalling events
ADCY5,Hedgehog 'off' state
ADCY5,GPER1 signaling
ADCY5,ADORA2B mediated anti-inflammatory cytokines production
ADCY5,Anti-inflammatory response favouring Leishmania parasite infection
ADCY5,FCGR3A-mediated IL10 synthesis
ADCY5,Leishmania parasite growth and survival
PRDM4,p75 NTR receptor-mediated signalling
CHEK1,Signaling by SCF-KIT
CIT,RHO GTPases activate CIT
CIT,RHOA GTPase cycle
CIT,RHOB GTPase cycle
CIT,RHOC GTPase cycle
RCAN3,SARS-CoV-1-host interactions
RCAN3,SARS-CoV-1 activates/modulates innate immune responses
KIF3A,Hedgehog 'off' state
KIF3A,Hedgehog 'on' state
KIF3A,Activation of SMO
CDC42EP1,RAC2 GTPase cycle
CDC42EP1,RHOQ GTPase cycle
CDC42EP1,RHOG GTPase cycle
CDC42EP1,RHOJ GTPase cycle
CDC42EP1,RAC3 GTPase cycle
SLC7A9,SLC transporter disorders
SLC7A9,Disorders of transmembrane transporters
CDC37,Signaling by ERBB2
CDC37,Signaling by ERBB2 in Cancer
CDC37,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants
CDC37,Signaling by EGFR in Cancer
CDC37,Constitutive Signaling by EGFRvIII
CDC37,Signaling by EGFRvIII in Cancer
CDC37,Signaling by Ligand-Responsive EGFR Variants in Cancer
CDC37,Downregulation of ERBB2 signaling
CDC37,RHOBTB2 GTPase cycle
CDC37,Signaling by ERBB2 KD Mutants
CDC37,Signaling by ERBB2 ECD mutants
CDC37,Signaling by ERBB2 TMD/JMD mutants
CDC37,RHOBTB GTPase Cycle
CORO1A,Infection with Mycobacterium tuberculosis
CORO1A,Response of Mtb to phagocytosis
CORO1A,Bacterial Infection Pathways
ERLIN2,ABC transporter disorders
ERLIN2,Disorders of transmembrane transporters
ERLIN2,Defective CFTR causes cystic fibrosis
FSTL1,Signaling by BMP
PSIP1,Early Phase of HIV Life Cycle
PSIP1,Host Interactions of HIV factors
PSIP1,Interactions of Vpr with host cellular proteins
PSIP1,Vpr-mediated nuclear import of PICs
STRAP,Signaling by TGF-beta Receptor Complex
STRAP,Downregulation of TGF-beta receptor signaling
STRAP,TGF-beta receptor signaling activates SMADs
WDR6,RHOU GTPase cycle
WDR6,RHOV GTPase cycle
WDR6,RND3 GTPase cycle
WDR6,RND2 GTPase cycle
WDR6,RND1 GTPase cycle
NISCH,RND3 GTPase cycle
NISCH,RND2 GTPase cycle
SUPT16H,Formation of HIV elongation complex in the absence of HIV Tat
SUPT16H,HIV Transcription Elongation
SUPT16H,Transcription of the HIV genome
SUPT16H,Formation of HIV-1 elongation complex containing HIV-1 Tat
SUPT16H,Pausing and recovery of Tat-mediated HIV elongation
SUPT16H,Tat-mediated HIV elongation arrest and recovery
SUPT16H,Tat-mediated elongation of the HIV-1 transcript
SUPT16H,HIV elongation arrest and recovery
SUPT16H,Pausing and recovery of HIV elongation
ADCY6,Opioid Signalling
ADCY6,PKA-mediated phosphorylation of CREB
ADCY6,Calmodulin induced events
ADCY6,Ca-dependent events
ADCY6,CaM pathway
ADCY6,G-protein mediated events
ADCY6,PLC beta mediated events
ADCY6,DAG and IP3 signaling
ADCY6,PKA activation
ADCY6,Adenylate cyclase activating pathway
ADCY6,Adenylate cyclase inhibitory pathway
ADCY6,G alpha (s) signalling events
ADCY6,G alpha (z) signalling events
ADCY6,Hedgehog 'off' state
ADCY6,GPER1 signaling
ADCY6,ADORA2B mediated anti-inflammatory cytokines production
ADCY6,Anti-inflammatory response favouring Leishmania parasite infection
ADCY6,FCGR3A-mediated IL10 synthesis
ADCY6,Leishmania parasite growth and survival
FZD10,Class B/2 (Secretin family receptors)
AKAP13,NRAGE signals death through JNK
AKAP13,p75 NTR receptor-mediated signalling
AKAP13,"Cell death signalling via NRAGE, NRIF and NADE"
AKAP13,G alpha (12/13) signalling events
AKAP13,RHOA GTPase cycle
AKAP13,RHOB GTPase cycle
AKAP13,RHOC GTPase cycle
DDX20,SARS-CoV-2 modulates host translation machinery
DUSP10,RAF-independent MAPK1/3 activation
DUSP10,Negative regulation of MAPK pathway
DUSP10,Oncogenic MAPK signaling
RPL35,Viral mRNA Translation
MAN1B1,Maturation of spike protein
MAN1B1,Translation of Structural Proteins
MAN1B1,Late SARS-CoV-2 Infection Events
HRH3,Amine ligand-binding receptors
SNF8,HCMV Infection
SNF8,HCMV Late Events
TUBA3E,RHO GTPases activate IQGAPs
TUBA3E,RHO GTPases Activate Formins
TUBA3E,HCMV Infection
TUBA3E,HCMV Early Events
RDH13,Signaling by Retinoic Acid
RDH13,RA biosynthesis pathway
IL17F,SARS-CoV-2 activates/modulates innate and adaptive immune responses
STX1B,Neurotoxicity of clostridium toxins
STX1B,Uptake and actions of bacterial toxins
STX1B,Bacterial Infection Pathways
CHRM1,Amine ligand-binding receptors
MGAT4B,Maturation of spike protein
MGAT4B,Translation of Structural Proteins
MGAT4B,Late SARS-CoV-2 Infection Events
CHRM2,Amine ligand-binding receptors
MED8,Respiratory Syncytial Virus Infection Pathway
MED8,RSV-host interactions
ADCY7,Opioid Signalling
ADCY7,PKA-mediated phosphorylation of CREB
ADCY7,Calmodulin induced events
ADCY7,Ca-dependent events
ADCY7,CaM pathway
ADCY7,G-protein mediated events
ADCY7,PLC beta mediated events
ADCY7,DAG and IP3 signaling
ADCY7,PKA activation
ADCY7,Adenylate cyclase activating pathway
ADCY7,Adenylate cyclase inhibitory pathway
ADCY7,G alpha (s) signalling events
ADCY7,G alpha (z) signalling events
ADCY7,Hedgehog 'off' state
ADCY7,GPER1 signaling
ADCY7,ADORA2B mediated anti-inflammatory cytokines production
ADCY7,Anti-inflammatory response favouring Leishmania parasite infection
ADCY7,FCGR3A-mediated IL10 synthesis
ADCY7,Leishmania parasite growth and survival
CHRM3,Amine ligand-binding receptors
VPS45,SARS-CoV-2 modulates autophagy
CHRM4,Amine ligand-binding receptors
STK38,RHOBTB2 GTPase cycle
STK38,RHOBTB1 GTPase cycle
STK38,RHOBTB GTPase Cycle
CHRM5,Amine ligand-binding receptors
MGLL,Effects of PIP2 hydrolysis
TUBA3D,Hedgehog 'off' state
TUBA3D,RHO GTPases activate IQGAPs
TUBA3D,RHO GTPases Activate Formins
TUBA3D,HCMV Infection
TUBA3D,HCMV Early Events
DTX2,Signaling by NOTCH1
DTX2,Activated NOTCH1 Transmits Signal to the Nucleus
ADCY8,Opioid Signalling
ADCY8,PKA-mediated phosphorylation of CREB
ADCY8,Calmodulin induced events
ADCY8,Ca-dependent events
ADCY8,CaM pathway
ADCY8,G-protein mediated events
ADCY8,PLC beta mediated events
ADCY8,DAG and IP3 signaling
ADCY8,PKA activation
ADCY8,Adenylate cyclase activating pathway
ADCY8,Adenylate cyclase inhibitory pathway
ADCY8,G alpha (s) signalling events
ADCY8,G alpha (z) signalling events
ADCY8,Hedgehog 'off' state
ADCY8,GPER1 signaling
ADCY8,ADORA2B mediated anti-inflammatory cytokines production
ADCY8,Anti-inflammatory response favouring Leishmania parasite infection
ADCY8,FCGR3A-mediated IL10 synthesis
ADCY8,Leishmania parasite growth and survival
UCN3,Class B/2 (Secretin family receptors)
NLRP3,Purinergic signaling in leishmaniasis infection
NLRP3,Cell recruitment (pro-inflammatory response)
NLRP3,SARS-CoV-1-host interactions
NLRP3,SARS-CoV-1 activates/modulates innate immune responses
NLRP3,SARS-CoV-2 activates/modulates innate and adaptive immune responses
CHUK,AKT phosphorylates targets in the cytosol
CHUK,PI3K/AKT Signaling in Cancer
CHUK,Diseases of Immune System
CHUK,Regulation of TNFR1 signaling
CHUK,TNFR1-induced NF-kappa-B signaling pathway
CHUK,Diseases associated with the TLR signaling cascade
CHUK,Constitutive Signaling by AKT1 E17K in Cancer
CHUK,TNF signaling
CHUK,SARS-CoV-2 activates/modulates innate and adaptive immune responses
FMNL2,RHO GTPases Activate Formins
FMNL2,RHOC GTPase cycle
OSBPL11,RHOH GTPase cycle
ADCY9,Opioid Signalling
ADCY9,PKA-mediated phosphorylation of CREB
ADCY9,Calmodulin induced events
ADCY9,Ca-dependent events
ADCY9,CaM pathway
ADCY9,G-protein mediated events
ADCY9,PLC beta mediated events
ADCY9,DAG and IP3 signaling
ADCY9,PKA activation
ADCY9,Adenylate cyclase activating pathway
ADCY9,Adenylate cyclase inhibitory pathway
ADCY9,G alpha (s) signalling events
ADCY9,G alpha (z) signalling events
ADCY9,Hedgehog 'off' state
ADCY9,GPER1 signaling
ADCY9,ADORA2B mediated anti-inflammatory cytokines production
ADCY9,Anti-inflammatory response favouring Leishmania parasite infection
ADCY9,FCGR3A-mediated IL10 synthesis
ADCY9,Leishmania parasite growth and survival
CKB,RND3 GTPase cycle
ARHGAP33,RHOQ GTPase cycle
NUS1,Diseases of glycosylation
NUS1,Diseases of metabolism
RPL39L,Viral mRNA Translation
ARAP2,RHOA GTPase cycle
ARAP2,RAC3 GTPase cycle
ARAP1,Signaling by PTK6
ARAP1,RHOA GTPase cycle
ARAP1,Signaling by Non-Receptor Tyrosine Kinases
ADCYAP1R1,Signaling by NTRK1 (TRKA)
ADCYAP1R1,Class B/2 (Secretin family receptors)
ADCYAP1R1,G alpha (s) signalling events
ADCYAP1R1,Glucagon-type ligand receptors
THEM4,PI3K Cascade
THEM4,IRS-mediated signalling
THEM4,Signaling by VEGF
THEM4,Negative regulation of the PI3K/AKT network
THEM4,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
THEM4,IGF1R signaling cascade
THEM4,IRS-related events triggered by IGF1R
THEM4,VEGFA-VEGFR2 Pathway
THEM4,VEGFR2 mediated vascular permeability
THEM4,Insulin receptor signalling cascade
THEM4,Signaling by Insulin receptor
AP2M1,Host Interactions of HIV factors
AP2M1,Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters
AP2M1,The role of Nef in HIV-1 replication and disease pathogenesis
AP2M1,Retrograde neurotrophin signalling
AP2M1,Signaling by NTRK1 (TRKA)
AP2M1,PCP/CE pathway
AP2M1,WNT5A-dependent internalization of FZD4
AP2M1,"WNT5A-dependent internalization of FZD2, FZD5 and ROR2"
AP2M1,Potential therapeutics for SARS
AP1S1,Host Interactions of HIV factors
AP1S1,Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters
AP1S1,The role of Nef in HIV-1 replication and disease pathogenesis
AP2S1,Host Interactions of HIV factors
AP2S1,Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters
AP2S1,The role of Nef in HIV-1 replication and disease pathogenesis
AP2S1,Retrograde neurotrophin signalling
AP2S1,Signaling by NTRK1 (TRKA)
AP2S1,PCP/CE pathway
AP2S1,WNT5A-dependent internalization of FZD4
AP2S1,"WNT5A-dependent internalization of FZD2, FZD5 and ROR2"
AP2S1,Potential therapeutics for SARS
MUCL1,Diseases of glycosylation
MUCL1,Diseases associated with O-glycosylation of proteins
MUCL1,Defective GALNT3 causes HFTC
MUCL1,Defective GALNT12 causes CRCS1
MUCL1,Diseases of metabolism
ANAPC16,Diseases of mitotic cell cycle
ANAPC16,Aberrant regulation of mitotic exit in cancer due to RB1 defects
ANAPC16,Aberrant regulation of mitotic cell cycle due to RB1 defects
LRRK2,Signaling by PTK6
LRRK2,Signaling by Non-Receptor Tyrosine Kinases
CLTA,Retrograde neurotrophin signalling
CLTA,Signaling by NTRK1 (TRKA)
CLTA,PCP/CE pathway
CLTA,WNT5A-dependent internalization of FZD4
CLTA,"WNT5A-dependent internalization of FZD2, FZD5 and ROR2"
CLTB,PCP/CE pathway
CLTB,WNT5A-dependent internalization of FZD4
CLTB,"WNT5A-dependent internalization of FZD2, FZD5 and ROR2"
CLTC,Retrograde neurotrophin signalling
CLTC,Signaling by NTRK1 (TRKA)
CLTC,PCP/CE pathway
CLTC,WNT5A-dependent internalization of FZD4
CLTC,"WNT5A-dependent internalization of FZD2, FZD5 and ROR2"
CLTC,RHOU GTPase cycle
CLTC,RHOV GTPase cycle
CMA1,Signaling by SCF-KIT
FGD4,NRAGE signals death through JNK
FGD4,p75 NTR receptor-mediated signalling
FGD4,"Cell death signalling via NRAGE, NRIF and NADE"
FGD4,G alpha (12/13) signalling events
ANO4,Induction of Cell-Cell Fusion
ANO4,Late SARS-CoV-2 Infection Events
CCR1,Peptide ligand-binding receptors
CCR1,Chemokine receptors bind chemokines
LEO1,Formation of the beta-catenin:TCF transactivating complex
CCR3,Peptide ligand-binding receptors
CCR3,Chemokine receptors bind chemokines
CCR4,Peptide ligand-binding receptors
CCR4,Chemokine receptors bind chemokines
CCR5,Early Phase of HIV Life Cycle
CCR5,Peptide ligand-binding receptors
CCR5,Chemokine receptors bind chemokines
CCR6,Peptide ligand-binding receptors
CCR6,Chemokine receptors bind chemokines
CCR7,Peptide ligand-binding receptors
CCR7,Chemokine receptors bind chemokines
CCR8,Peptide ligand-binding receptors
CCR8,Chemokine receptors bind chemokines
WHAMM,RHOD GTPase cycle
ADH1A,Signaling by Retinoic Acid
ADH1A,RA biosynthesis pathway
NOXO1,RHO GTPases Activate NADPH Oxidases
